Job_ID,Job_Title,Skills_Required,Tech_Stack,Company_Name,Location,Experience_Level,Salary_Range,Job_Type,Industry,Date_Posted,job_status,Apply Here
748,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Morris, Williams and Gutierrez",Delhi,5+ years,3 LPA- 6 LPA,Internship,IT,12-10-2024,open,
749,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","Rasmussen, Watson and Owens",Hyderabad,3-5 years,6 LPA- 10 LPA,Contract,IT,12-10-2024,open,
750,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Sawyer and Sons,Kolkata,Fresher,10 LPA- 15 LPA,Contract,IT,14-10-2024,closed,
751,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",George Ltd,Noida,5+ years,10 LPA- 15 LPA,Contract,IT,15-10-2024,open,
752,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Clayton-Grant,Bangalore,3-5 years,15 LPA- 25 LPA,Internship,IT,15-10-2024,closed,
753,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Olson-Curtis,Remote,Fresher,15 LPA- 25 LPA,Internship,IT,16-10-2024,open,
754,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Lawrence Group,Bangalore,Fresher,15 LPA- 25 LPA,Freelance,IT,16-10-2024,closed,
755,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Ewing, Nguyen and Walker",Noida,1-3 years,10 LPA- 15 LPA,Full-time,IT,17-10-2024,closed,
756,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Russell-Hines,Remote,5+ years,6 LPA- 10 LPA,Contract,IT,17-10-2024,open,
757,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform","Price, Johnson and Good",Bangalore,5+ years,6 LPA- 10 LPA,Contract,IT,18-10-2024,closed,
758,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Holmes, Nielsen and Rodriguez",Bangalore,3-5 years,6 LPA- 10 LPA,Freelance,IT,19-10-2024,closed,
759,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Reed-Riley,Pune,1-3 years,10 LPA- 15 LPA,Internship,IT,19-10-2024,closed,
760,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Smith-David,Chennai,3-5 years,15 LPA- 25 LPA,Full-time,IT,19-10-2024,closed,
761,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Allen-Taylor,Delhi,1-3 years,15 LPA- 25 LPA,Full-time,IT,19-10-2024,closed,
762,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform","Vaughn, Nelson and Brooks",Delhi,1-3 years,15 LPA- 25 LPA,Freelance,IT,19-10-2024,open,
763,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Bennett-Johnson,Mumbai,Fresher,15 LPA- 25 LPA,Contract,IT,20-10-2024,closed,
764,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Dawson-Becker,Gurgaon,Fresher,6 LPA- 10 LPA,Freelance,IT,20-10-2024,closed,
765,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Gonzales and Sons,Hyderabad,1-3 years,15 LPA- 25 LPA,Contract,IT,21-10-2024,open,
766,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Dixon-Smith,Noida,1-3 years,15 LPA- 25 LPA,Freelance,IT,22-10-2024,open,
767,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Stuart-Salazar,Pune,1-3 years,3 LPA- 6 LPA,Contract,IT,23-10-2024,open,
768,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Petty-Stewart,Remote,3-5 years,15 LPA- 25 LPA,Contract,IT,24-10-2024,open,
769,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","Jones, Higgins and Conway",Delhi,5+ years,15 LPA- 25 LPA,Full-time,IT,24-10-2024,open,
770,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Bailey and Sons,Delhi,5+ years,15 LPA- 25 LPA,Contract,IT,24-10-2024,open,
771,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Harris and Sons,Bangalore,3-5 years,6 LPA- 10 LPA,Full-time,IT,25-10-2024,closed,
772,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Patton-Brooks,Pune,5+ years,10 LPA- 15 LPA,Freelance,IT,25-10-2024,open,
773,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling","Kelly, Smith and Le",Mumbai,5+ years,6 LPA- 10 LPA,Freelance,IT,26-10-2024,closed,
774,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Jones-Martinez,Delhi,1-3 years,10 LPA- 15 LPA,Contract,IT,26-10-2024,open,
775,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Wilson LLC,Hyderabad,5+ years,10 LPA- 15 LPA,Full-time,IT,27-10-2024,open,
776,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Parker-Diaz,Pune,5+ years,3 LPA- 6 LPA,Full-time,IT,27-10-2024,open,
777,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Brown-Davis,Chennai,5+ years,3 LPA- 6 LPA,Full-time,IT,28-10-2024,closed,
778,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Brewer Inc,Bangalore,Fresher,15 LPA- 25 LPA,Freelance,IT,28-10-2024,open,
779,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Schmidt, Stewart and Johnson",Hyderabad,1-3 years,15 LPA- 25 LPA,Freelance,IT,29-10-2024,closed,
780,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs","Morris, Floyd and White",Delhi,5+ years,6 LPA- 10 LPA,Freelance,IT,30-10-2024,closed,
781,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Lee-Mcclure,Kolkata,1-3 years,3 LPA- 6 LPA,Freelance,IT,30-10-2024,open,
782,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Sweeney PLC,Delhi,5+ years,10 LPA- 15 LPA,Freelance,IT,31-10-2024,closed,
783,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Johnson and Sons,Chennai,5+ years,3 LPA- 6 LPA,Full-time,IT,02-11-2024,closed,
784,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Rodriguez and Sons,Kolkata,3-5 years,15 LPA- 25 LPA,Freelance,IT,02-11-2024,closed,
785,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Gonzalez-Anderson,Hyderabad,Fresher,10 LPA- 15 LPA,Full-time,IT,03-11-2024,open,
786,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling","Lawson, Potter and Cox",Gurgaon,1-3 years,15 LPA- 25 LPA,Contract,IT,03-11-2024,closed,
787,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","Warren, Goodwin and Rodriguez",Noida,Fresher,6 LPA- 10 LPA,Contract,IT,04-11-2024,closed,
788,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Weiss Group,Delhi,1-3 years,10 LPA- 15 LPA,Freelance,IT,04-11-2024,closed,
789,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform","Gonzalez, Ramirez and Sloan",Gurgaon,5+ years,15 LPA- 25 LPA,Contract,IT,05-11-2024,closed,
790,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Reid-Wood,Pune,3-5 years,10 LPA- 15 LPA,Freelance,IT,05-11-2024,closed,
791,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Rodriguez-Parsons,Noida,5+ years,15 LPA- 25 LPA,Contract,IT,06-11-2024,open,
792,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Holloway, Blackwell and Holland",Mumbai,Fresher,10 LPA- 15 LPA,Freelance,IT,07-11-2024,closed,
793,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Walters, Johnson and Perkins",Bangalore,1-3 years,6 LPA- 10 LPA,Freelance,IT,07-11-2024,closed,
794,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Fox-Calhoun,Pune,3-5 years,15 LPA- 25 LPA,Full-time,IT,07-11-2024,open,
795,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Young LLC,Bangalore,5+ years,6 LPA- 10 LPA,Contract,IT,07-11-2024,closed,
796,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Calhoun Group,Pune,Fresher,15 LPA- 25 LPA,Freelance,IT,10-11-2024,open,
797,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Johnson, Pratt and Bryant",Noida,5+ years,6 LPA- 10 LPA,Internship,IT,11-11-2024,closed,
798,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Harrison and Sons,Remote,Fresher,10 LPA- 15 LPA,Full-time,IT,11-11-2024,closed,
799,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Lester-Meyer,Hyderabad,1-3 years,15 LPA- 25 LPA,Contract,IT,12-11-2024,open,
800,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Tucker-Little,Kolkata,3-5 years,15 LPA- 25 LPA,Full-time,IT,13-11-2024,open,
801,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Hicks-Herrera,Delhi,5+ years,10 LPA- 15 LPA,Contract,IT,13-11-2024,open,
802,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Johnson-Shepherd,Gurgaon,1-3 years,6 LPA- 10 LPA,Full-time,IT,13-11-2024,closed,
803,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Williams and Sons,Pune,3-5 years,3 LPA- 6 LPA,Contract,IT,14-11-2024,open,
804,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Castillo LLC,Kolkata,Fresher,10 LPA- 15 LPA,Full-time,IT,14-11-2024,open,
805,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Bowman, Cordova and Turner",Mumbai,3-5 years,15 LPA- 25 LPA,Full-time,IT,15-11-2024,closed,
806,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform","Hunt, Rivas and Washington",Bangalore,3-5 years,15 LPA- 25 LPA,Full-time,IT,18-11-2024,closed,
807,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Diaz-Bass,Delhi,Fresher,6 LPA- 10 LPA,Full-time,IT,21-11-2024,closed,
808,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Flynn Ltd,Remote,3-5 years,3 LPA- 6 LPA,Internship,IT,21-11-2024,closed,
809,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","Owens, Schroeder and Lester",Bangalore,1-3 years,15 LPA- 25 LPA,Full-time,IT,23-11-2024,closed,
810,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Miller-Brown,Hyderabad,3-5 years,3 LPA- 6 LPA,Freelance,IT,23-11-2024,closed,
811,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Oconnor Group,Mumbai,3-5 years,6 LPA- 10 LPA,Full-time,IT,24-11-2024,closed,
812,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Sharp and Sons,Delhi,1-3 years,15 LPA- 25 LPA,Freelance,IT,25-11-2024,closed,
813,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Simpson, Rodriguez and Hunt",Mumbai,1-3 years,15 LPA- 25 LPA,Freelance,IT,25-11-2024,open,
814,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Reed, Briggs and Norton",Mumbai,Fresher,15 LPA- 25 LPA,Contract,IT,26-11-2024,closed,
815,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Dominguez Inc,Mumbai,5+ years,6 LPA- 10 LPA,Full-time,IT,26-11-2024,open,
816,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Estrada-Kelly,Gurgaon,1-3 years,15 LPA- 25 LPA,Full-time,IT,28-11-2024,open,
817,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Williams Group,Chennai,5+ years,6 LPA- 10 LPA,Freelance,IT,28-11-2024,closed,
818,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Brady, Hester and Mcdonald",Mumbai,3-5 years,6 LPA- 10 LPA,Freelance,IT,28-11-2024,closed,
819,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Adams-Yates,Kolkata,1-3 years,15 LPA- 25 LPA,Contract,IT,28-11-2024,closed,
820,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Morris LLC,Noida,Fresher,3 LPA- 6 LPA,Freelance,IT,28-11-2024,closed,
821,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Bush, Ward and Martin",Pune,5+ years,3 LPA- 6 LPA,Contract,IT,30-11-2024,open,
822,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Bishop Group,Pune,1-3 years,10 LPA- 15 LPA,Full-time,IT,30-11-2024,closed,
823,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform","Kelley, Glass and Marks",Delhi,Fresher,10 LPA- 15 LPA,Internship,IT,30-11-2024,closed,
824,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Howell Inc,Pune,5+ years,10 LPA- 15 LPA,Freelance,IT,30-11-2024,open,
825,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Robbins Inc,Chennai,1-3 years,6 LPA- 10 LPA,Contract,IT,01-12-2024,closed,
826,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Robertson-Macdonald,Pune,3-5 years,15 LPA- 25 LPA,Contract,IT,01-12-2024,open,
827,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Brown and Sons,Bangalore,5+ years,6 LPA- 10 LPA,Internship,IT,02-12-2024,open,
828,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Wallace and Sons,Gurgaon,3-5 years,10 LPA- 15 LPA,Full-time,IT,02-12-2024,open,
829,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Morris PLC,Kolkata,5+ years,6 LPA- 10 LPA,Internship,IT,02-12-2024,closed,
830,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Cowan, Miller and Taylor",Bangalore,1-3 years,10 LPA- 15 LPA,Contract,IT,03-12-2024,open,
831,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Strickland PLC,Noida,3-5 years,15 LPA- 25 LPA,Internship,IT,03-12-2024,closed,
832,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Williams PLC,Noida,3-5 years,10 LPA- 15 LPA,Freelance,IT,03-12-2024,closed,
833,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Osborn-Mitchell,Bangalore,Fresher,6 LPA- 10 LPA,Freelance,IT,03-12-2024,open,
834,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Hayes-Hogan,Remote,Fresher,3 LPA- 6 LPA,Freelance,IT,04-12-2024,closed,
835,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","Carey, Vaughn and Smith",Gurgaon,Fresher,15 LPA- 25 LPA,Contract,IT,05-12-2024,closed,
836,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Mccullough Group,Chennai,1-3 years,15 LPA- 25 LPA,Internship,IT,05-12-2024,closed,
837,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Cross-Lopez,Mumbai,1-3 years,6 LPA- 10 LPA,Contract,IT,06-12-2024,closed,
838,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Ford Ltd,Pune,1-3 years,15 LPA- 25 LPA,Full-time,IT,06-12-2024,open,
839,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs","Kim, Nelson and Curtis",Gurgaon,5+ years,10 LPA- 15 LPA,Contract,IT,07-12-2024,closed,
840,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Luna, Williams and Ward",Pune,1-3 years,6 LPA- 10 LPA,Full-time,IT,07-12-2024,open,
841,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Sutton, Hayes and Calhoun",Noida,1-3 years,6 LPA- 10 LPA,Full-time,IT,07-12-2024,closed,
842,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Mcclure-Arias,Remote,1-3 years,6 LPA- 10 LPA,Freelance,IT,08-12-2024,closed,
843,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","Burns, Byrd and Hunt",Chennai,1-3 years,6 LPA- 10 LPA,Internship,IT,08-12-2024,open,
844,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","Cooper, Scott and Barr",Kolkata,Fresher,10 LPA- 15 LPA,Internship,IT,11-12-2024,open,
845,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Mcdaniel, Garcia and Stevens",Bangalore,5+ years,3 LPA- 6 LPA,Full-time,IT,11-12-2024,closed,
846,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Lawrence-Waters,Noida,1-3 years,15 LPA- 25 LPA,Contract,IT,12-12-2024,closed,
847,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",MasterCard,Pune,3-8 Years,10 LPA- 15 LPA,Full-time,IT,12-12-2024,open,https://www.naukri.com/job-listings-software-engineer-mastercard-pune-3-to-8-years-060525500878?src=jobsearchDesk&sid=17467269483255652_2&xp=9&px=2&nignbevent_src=jobsearchDeskGNB
848,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Smith PLC,Remote,Fresher,6 LPA- 10 LPA,Internship,IT,13-12-2024,closed,
849,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Walker, Boyle and Morgan",Hyderabad,5+ years,3 LPA- 6 LPA,Full-time,IT,14-12-2024,closed,
850,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform","Wallace, Conway and Lindsey",Hyderabad,Fresher,10 LPA- 15 LPA,Freelance,IT,14-12-2024,open,
851,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Suarez and Sons,Kolkata,5+ years,10 LPA- 15 LPA,Full-time,IT,14-12-2024,closed,
852,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Moore-Lane,Kolkata,1-3 years,6 LPA- 10 LPA,Freelance,IT,17-12-2024,open,
853,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Jennings-Watson,Mumbai,Fresher,3 LPA- 6 LPA,Contract,IT,19-12-2024,closed,
854,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Brooks-Tapia,Chennai,3-5 years,15 LPA- 25 LPA,Full-time,IT,19-12-2024,open,
855,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Barnett, Jefferson and Young",Kolkata,3-5 years,10 LPA- 15 LPA,Freelance,IT,19-12-2024,closed,
856,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Shaw LLC,Mumbai,3-5 years,6 LPA- 10 LPA,Freelance,IT,22-12-2024,closed,
857,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Foster and Sons,Chennai,Fresher,3 LPA- 6 LPA,Freelance,IT,22-12-2024,open,
858,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform","Young, Young and Harrington",Pune,1-3 years,15 LPA- 25 LPA,Full-time,IT,23-12-2024,closed,
859,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Bentley, Ellis and Davis",Chennai,1-3 years,10 LPA- 15 LPA,Contract,IT,23-12-2024,open,
860,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",King-Wallace,Pune,3-5 years,10 LPA- 15 LPA,Internship,IT,23-12-2024,closed,
861,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Kelley-Smith,Mumbai,5+ years,3 LPA- 6 LPA,Freelance,IT,24-12-2024,open,
